[run number],release-adult-hybrids,stop-criterion-type,release-end,release-age,sex-ratio,Corral-capacity,[step],pop-size-wild,adult-pop-size-wild,cost,final-mean-qval,final-sd-qval,final-aar,final-sar,final-ho,final-sex-ratio,ticks
1034,FALSE,"""time""",40,7,0.67,20,50,1395,688,2040600,0.192668029,0.032209269,124,4.450405896,0.714456392,0.62078853,50
1035,FALSE,"""time""",40,7,0.67,20,50,1486,735,2108520,0.187428668,0.032272594,124,4.487894768,0.71169006,0.602288022,50
1036,FALSE,"""time""",40,7,0.67,28,50,1975,985,3791240,0.198933468,0.033422328,130,4.480500032,0.711368294,0.608101266,50
1037,FALSE,"""time""",40,7,0.67,28,50,1796,915,3223360,0.193541425,0.034439181,131,4.502132582,0.71049422,0.591314031,50
1038,FALSE,"""time""",40,7,0.67,28,50,1862,990,3752170,0.194250698,0.033891471,133,4.492470138,0.711140095,0.609022556,50
1039,FALSE,"""time""",40,7,0.67,28,50,1969,945,3636180,0.197070493,0.032472088,132,4.521778099,0.721807057,0.626714068,50
1040,FALSE,"""time""",40,7,0.67,28,50,1951,993,3762490,0.204130241,0.03737758,132,4.515724119,0.699494765,0.603280369,50
1041,FALSE,"""time""",40,7,0.75,20,50,1647,811,2228355,0.1881085,0.031312064,124,4.460509122,0.710035562,0.645415908,50
1042,FALSE,"""time""",40,7,0.75,20,50,1644,798,2260865,0.188869161,0.031964636,124,4.439869946,0.718601553,0.619221411,50
1043,FALSE,"""time""",40,7,0.75,20,50,1491,704,2058295,0.195396177,0.033362264,124,4.482653753,0.709239564,0.615694165,50
1044,FALSE,"""time""",40,7,0.75,20,50,1294,612,1820540,0.193721252,0.033646122,124,4.4774111,0.705306543,0.619783617,50
1045,FALSE,"""time""",40,7,0.75,20,50,1665,752,2155725,0.192708529,0.031083272,124,4.466347537,0.716716717,0.633633634,50
1046,FALSE,"""time""",40,7,0.75,28,50,1908,942,3750325,0.205893711,0.039928289,132,4.520649036,0.704352601,0.621069182,50
1047,FALSE,"""time""",40,7,0.75,28,50,2128,1003,3747860,0.198289333,0.034931988,129,4.470636424,0.704506803,0.626879699,50
1048,FALSE,"""time""",40,7,0.75,28,50,2243,1106,4032800,0.201562461,0.035670363,133,4.494878429,0.71592043,0.639768168,50
1049,FALSE,"""time""",40,7,0.75,28,50,2130,1022,3778200,0.202023662,0.035023344,132,4.485572029,0.712787838,0.619248826,50
1050,FALSE,"""time""",40,7,0.75,28,50,2115,1026,3890150,0.203536123,0.039637869,133,4.499006577,0.705887651,0.637825059,50
1051,FALSE,"""time""",50,3,0.5,20,50,1323,670,1825910,0.186454346,0.032787646,124,4.461311444,0.729690818,0.551020408,50
1052,FALSE,"""time""",50,3,0.5,20,50,1274,617,1735895,0.192873783,0.032560493,124,4.488094386,0.724489796,0.543171115,50
1053,FALSE,"""time""",50,3,0.5,20,50,1247,626,1805875,0.194923416,0.033767734,124,4.454727826,0.720281055,0.558139535,50
1054,FALSE,"""time""",50,3,0.5,20,50,1119,563,1730630,0.193234763,0.033591178,124,4.480064074,0.714753819,0.568364611,50
1055,FALSE,"""time""",50,3,0.5,20,50,1269,659,1752030,0.195286998,0.034437666,124,4.486349055,0.716687305,0.549251379,50
1056,FALSE,"""time""",50,3,0.5,28,50,1525,765,2112770,0.203124,0.038704526,131,4.494891139,0.705542545,0.561311475,50
1057,FALSE,"""time""",50,3,0.5,28,50,1585,793,2219715,0.193719937,0.033424167,131,4.502211885,0.717890942,0.52681388,50
1058,FALSE,"""time""",50,3,0.5,28,50,1556,818,2169345,0.197227635,0.03295085,132,4.502746794,0.73059738,0.542416452,50
1059,FALSE,"""time""",50,3,0.5,28,50,1572,791,2289875,0.20538486,0.037188412,130,4.495778095,0.724191203,0.545165394,50
1060,FALSE,"""time""",50,3,0.5,28,50,1671,839,2245415,0.206008019,0.033777491,132,4.490903819,0.724402268,0.554159186,50
1061,FALSE,"""time""",50,3,0.67,20,50,1169,570,1537935,0.188232335,0.031950545,124,4.465107098,0.711067661,0.639007699,50
1062,FALSE,"""time""",50,3,0.67,20,50,1224,574,1608950,0.190620588,0.032972542,124,4.461611286,0.706543729,0.642973856,50
1063,FALSE,"""time""",50,3,0.67,20,50,1359,622,1741175,0.197142899,0.03664073,124,4.465941313,0.717719612,0.63870493,50
1064,FALSE,"""time""",50,3,0.67,20,50,1468,691,1806620,0.194618392,0.034423486,124,4.469587826,0.712761126,0.66280654,50
1065,FALSE,"""time""",50,3,0.67,20,50,1371,629,1683895,0.192357039,0.03435196,124,4.463848308,0.709770414,0.646243618,50
1066,FALSE,"""time""",50,3,0.67,28,50,1803,840,2231015,0.196832169,0.033075113,130,4.491304939,0.7152101,0.642262895,50
1067,FALSE,"""time""",50,3,0.67,28,50,1937,918,2301065,0.195500052,0.03152198,132,4.489629489,0.725913907,0.643262777,50
1068,FALSE,"""time""",50,3,0.67,28,50,1796,820,2269855,0.197863697,0.034189103,131,4.49858106,0.719747587,0.652004454,50
1069,FALSE,"""time""",50,3,0.67,28,50,1770,825,2257115,0.195059435,0.032329143,131,4.505494738,0.722948614,0.649152542,50
1070,FALSE,"""time""",50,3,0.67,28,50,1971,935,2335355,0.191074176,0.031485389,132,4.482874285,0.725278442,0.646879756,50
1071,FALSE,"""time""",50,3,0.75,20,50,1383,610,1656520,0.19356081,0.032388602,121,4.443261138,0.715835141,0.689804772,50
1072,FALSE,"""time""",50,3,0.75,20,50,1502,685,1788170,0.194708522,0.036957096,124,4.459354935,0.718248684,0.689081225,50
1073,FALSE,"""time""",50,3,0.75,20,50,1325,583,1721685,0.196520151,0.035672069,124,4.465015925,0.711877808,0.671698113,50
1074,FALSE,"""time""",50,3,0.75,20,50,1627,711,1815590,0.191062999,0.032346296,124,4.458055471,0.720402728,0.677320221,50
1075,FALSE,"""time""",50,3,0.75,20,50,1555,658,1782690,0.192262186,0.034237263,122,4.407531644,0.717715511,0.68681672,50
1076,FALSE,"""time""",50,3,0.75,28,50,1948,867,2210970,0.198746407,0.033195433,130,4.490533361,0.71435905,0.679671458,50
1077,FALSE,"""time""",50,3,0.75,28,50,1851,811,2170290,0.193607293,0.032952153,133,4.51904169,0.714259988,0.681793625,50
1078,FALSE,"""time""",50,3,0.75,28,50,1877,792,2127110,0.201193287,0.036883332,132,4.480618854,0.717583784,0.677677144,50
1079,FALSE,"""time""",50,3,0.75,28,50,1756,782,2202170,0.196515376,0.033612595,132,4.511515034,0.71900423,0.687927107,50
1080,FALSE,"""time""",50,3,0.75,28,50,1929,858,2196700,0.200896423,0.034736589,132,4.494856877,0.706978696,0.691031623,50
1081,FALSE,"""time""",50,4,0.5,20,50,1228,642,1748000,0.201201629,0.035449062,124,4.448981658,0.707344501,0.54723127,50
1082,FALSE,"""time""",50,4,0.5,20,50,1441,717,1981555,0.191752394,0.034838368,124,4.439311677,0.713426523,0.529493407,50
1083,FALSE,"""time""",50,4,0.5,20,50,1337,689,1918445,0.192470456,0.03301199,124,4.447520998,0.72347473,0.544502618,50
1084,FALSE,"""time""",50,4,0.5,20,50,1475,759,1942265,0.194336,0.033215438,124,4.436412317,0.726198547,0.553898305,50
1085,FALSE,"""time""",50,4,0.5,20,50,1495,731,1923635,0.191279398,0.03345069,124,4.458453814,0.729542921,0.534448161,50
1086,FALSE,"""time""",50,4,0.5,28,50,1820,933,2430595,0.205971374,0.038979698,131,4.504482442,0.718916797,0.54010989,50
1087,FALSE,"""time""",50,4,0.5,28,50,2150,1075,2614235,0.197488279,0.032544519,130,4.505925604,0.720930233,0.544651163,50
1088,FALSE,"""time""",50,4,0.5,28,50,1772,900,2424555,0.196672348,0.033639731,131,4.494444636,0.722804472,0.529909707,50
1089,FALSE,"""time""",50,4,0.5,28,50,2137,1111,2699160,0.202060646,0.034937604,132,4.503038267,0.716380328,0.537201685,50
1090,FALSE,"""time""",50,4,0.5,28,50,2205,1126,2724785,0.202301406,0.036349429,132,4.488451553,0.723528777,0.546031746,50
1091,FALSE,"""time""",50,4,0.67,20,50,1755,822,2039875,0.193009972,0.034042713,124,4.447401303,0.717731651,0.632478632,50
1092,FALSE,"""time""",50,4,0.67,20,50,1852,866,2093380,0.191703078,0.032518477,124,4.462765152,0.713257225,0.633909287,50
1093,FALSE,"""time""",50,4,0.67,20,50,1466,701,1799345,0.191461869,0.033886413,124,4.472124517,0.721496784,0.629604366,50
1094,FALSE,"""time""",50,4,0.67,20,50,1305,618,1659405,0.19648069,0.034935034,124,4.459930016,0.711658456,0.649808429,50
1095,FALSE,"""time""",50,4,0.67,20,50,1445,707,1770660,0.191277163,0.033705931,124,4.470821813,0.723183391,0.647058824,50
1096,FALSE,"""time""",50,4,0.67,28,50,1962,923,2167040,0.193900612,0.034042883,131,4.449173032,0.715887578,0.639653415,50
1097,FALSE,"""time""",50,4,0.67,28,50,2238,1089,2548085,0.198194459,0.031878142,133,4.46562892,0.718222052,0.645218945,50
1098,FALSE,"""time""",50,4,0.67,28,50,2227,1041,2587340,0.198417512,0.031053111,130,4.508166599,0.720037633,0.643915581,50
1099,FALSE,"""time""",50,4,0.67,28,50,2346,1071,2552450,0.196321782,0.033776411,131,4.504721593,0.708561686,0.637681159,50
1100,FALSE,"""time""",50,4,0.67,28,50,2220,1022,2534225,0.203579595,0.034418575,131,4.493204699,0.720527671,0.66036036,50
1101,FALSE,"""time""",50,4,0.75,20,50,1615,704,1798650,0.197787616,0.035309518,124,4.44631101,0.720654578,0.679256966,50
1102,FALSE,"""time""",50,4,0.75,20,50,1717,778,1938355,0.18672318,0.030710208,123,4.412478339,0.720803173,0.665695981,50
1103,FALSE,"""time""",50,4,0.75,20,50,1821,807,1890065,0.192007578,0.033440119,124,4.482597472,0.708166627,0.672707304,50
1104,FALSE,"""time""",50,4,0.75,20,50,1778,783,1982265,0.194822216,0.036205371,124,4.468622306,0.708956023,0.679977503,50
1105,FALSE,"""time""",50,4,0.75,20,50,1832,800,2004430,0.191931496,0.033009266,124,4.440632017,0.719536286,0.679039301,50
1106,FALSE,"""time""",50,4,0.75,28,50,2485,1102,2663850,0.191154849,0.028225267,131,4.498579622,0.725074255,0.684909457,50
1107,FALSE,"""time""",50,4,0.75,28,50,2420,1063,2550050,0.203901488,0.036155317,132,4.457359946,0.717906336,0.680165289,50
1108,FALSE,"""time""",50,4,0.75,28,50,2218,1008,2427255,0.1986445,0.035392139,133,4.467830162,0.714607755,0.682146078,50
1109,FALSE,"""time""",50,4,0.75,28,50,2112,939,2355725,0.203481487,0.034249876,132,4.474157175,0.715706169,0.675662879,50
1110,FALSE,"""time""",50,4,0.75,28,50,2165,996,2485920,0.20096254,0.035119248,129,4.477433772,0.720796217,0.683140878,50
1111,FALSE,"""time""",50,5,0.5,20,50,1551,802,2227920,0.194023469,0.032848274,124,4.484842659,0.719566486,0.527401676,50
1112,FALSE,"""time""",50,5,0.5,20,50,1692,868,2373285,0.200345331,0.036675906,124,4.488702176,0.715383316,0.538416076,50
1113,FALSE,"""time""",50,5,0.5,20,50,1522,784,2291185,0.188707424,0.032676912,124,4.467966596,0.71850948,0.568331143,50
1114,FALSE,"""time""",50,5,0.5,20,50,1566,804,2239960,0.193274649,0.03287531,124,4.457857765,0.717873867,0.542784163,50
1115,FALSE,"""time""",50,5,0.5,20,50,1532,800,2344170,0.194905679,0.033489239,124,4.468225205,0.723144349,0.537859008,50
1116,FALSE,"""time""",50,5,0.5,28,50,1815,943,2682225,0.196427658,0.034827382,131,4.491153074,0.718142464,0.543801653,50
1117,FALSE,"""time""",50,5,0.5,28,50,2068,1066,2846645,0.206643569,0.037914845,130,4.477608759,0.700676983,0.534816248,50
1118,FALSE,"""time""",50,5,0.5,28,50,1977,1014,2894855,0.195956399,0.031059224,132,4.490432767,0.723679457,0.540212443,50
1119,FALSE,"""time""",50,5,0.5,28,50,1965,1070,2898935,0.193447277,0.031157644,131,4.498309798,0.71680601,0.550636132,50
1120,FALSE,"""time""",50,5,0.5,28,50,1842,971,2700140,0.204327253,0.038008105,131,4.488876834,0.709684091,0.52660152,50
1121,FALSE,"""time""",50,5,0.67,20,50,1938,884,2424570,0.198031837,0.034463311,124,4.46118589,0.718217111,0.642414861,50
1122,FALSE,"""time""",50,5,0.67,20,50,1616,776,2166840,0.189617265,0.031675634,124,4.464666746,0.717703913,0.628094059,50
1123,FALSE,"""time""",50,5,0.67,20,50,1877,872,2385195,0.193240757,0.033348479,124,4.437225418,0.707562727,0.63185935,50
1124,FALSE,"""time""",50,5,0.67,20,50,1667,776,2127365,0.204092741,0.038950609,124,4.469628194,0.700402777,0.648470306,50
1125,FALSE,"""time""",50,5,0.67,20,50,1738,785,2216910,0.190409148,0.032919538,124,4.462272747,0.7190257,0.64269275,50
1126,FALSE,"""time""",50,5,0.67,28,50,2290,1115,3011735,0.199788253,0.034614631,130,4.519507251,0.720648784,0.658515284,50
1127,FALSE,"""time""",50,5,0.67,28,50,2328,1119,3005170,0.193816495,0.031868282,131,4.471808262,0.720504009,0.637027491,50
1128,FALSE,"""time""",50,5,0.67,28,50,2180,1026,2824180,0.20313445,0.034861861,131,4.481731408,0.716295325,0.635321101,50
1129,FALSE,"""time""",50,5,0.67,28,50,2267,1082,2789735,0.20142382,0.036291461,130,4.494759833,0.713445502,0.631230701,50
1130,FALSE,"""time""",50,5,0.67,28,50,2126,1017,2727845,0.194004657,0.034007988,131,4.496148979,0.72272992,0.619002822,50
1131,FALSE,"""time""",50,5,0.75,20,50,1941,868,2315810,0.190032045,0.031602039,124,4.472865777,0.720369961,0.666666667,50
1132,FALSE,"""time""",50,5,0.75,20,50,1879,862,2269545,0.193065939,0.034686405,124,4.483400599,0.712308979,0.665247472,50
1133,FALSE,"""time""",50,5,0.75,20,50,1856,842,2357750,0.195450647,0.0349007,124,4.462859969,0.71577381,0.678340517,50
1134,FALSE,"""time""",50,5,0.75,20,50,1863,844,2070790,0.197184165,0.036071723,124,4.452735702,0.705211768,0.662372517,50
1135,FALSE,"""time""",50,5,0.75,20,50,1682,784,2086790,0.188482521,0.031956163,124,4.43886077,0.710152313,0.658145065,50
1136,FALSE,"""time""",50,5,0.75,28,50,2147,970,2652295,0.194621751,0.033176447,130,4.500700977,0.71914299,0.66790871,50
1137,FALSE,"""time""",50,5,0.75,28,50,2211,976,2692155,0.202159249,0.032347551,131,4.508126948,0.723008335,0.66259611,50
1138,FALSE,"""time""",50,5,0.75,28,50,2499,1163,3151470,0.199303521,0.0327792,131,4.472619373,0.709540959,0.676670668,50
1139,FALSE,"""time""",50,5,0.75,28,50,2394,1080,2933085,0.194186759,0.033644779,130,4.482836829,0.718602061,0.675438596,50
1140,FALSE,"""time""",50,5,0.75,28,50,2469,1082,2810620,0.203072742,0.037176113,130,4.503048299,0.709058998,0.662616444,50
1141,FALSE,"""time""",50,6,0.5,20,50,1300,671,2190660,0.191340385,0.031142499,124,4.470278173,0.717692308,0.526153846,50
1142,FALSE,"""time""",50,6,0.5,20,50,1427,733,2426830,0.19085487,0.034119486,124,4.4358374,0.714552675,0.538192011,50
1143,FALSE,"""time""",50,6,0.5,20,50,1386,699,2244275,0.198120563,0.036515365,124,4.464326092,0.717893218,0.536075036,50
1144,FALSE,"""time""",50,6,0.5,20,50,1487,789,2364600,0.193659852,0.033676586,124,4.449118186,0.718801038,0.533960995,50
1145,FALSE,"""time""",50,6,0.5,20,50,1669,854,2530630,0.190772379,0.033809782,124,4.436945099,0.716026135,0.556620731,50
1146,FALSE,"""time""",50,6,0.5,28,50,2189,1137,4889905,0.202421151,0.034460936,133,4.517102124,0.715025343,0.54042942,50
1147,FALSE,"""time""",50,6,0.5,28,50,1947,994,3135955,0.202437802,0.035482936,131,4.448918209,0.705725536,0.538777607,50
1148,FALSE,"""time""",50,6,0.5,28,50,1977,989,3080470,0.205788113,0.039595343,130,4.501012767,0.711660284,0.544258978,50
1149,FALSE,"""time""",50,6,0.5,28,50,2021,1126,3569265,0.194479565,0.03228278,130,4.486749974,0.722485333,0.531420089,50
1150,FALSE,"""time""",50,6,0.5,28,50,2164,1091,4240360,0.200101201,0.033162699,130,4.468253442,0.712811372,0.544824399,50
1151,FALSE,"""time""",50,6,0.67,20,50,1785,864,2547310,0.189592045,0.033146201,124,4.466947262,0.720768307,0.638655462,50
1152,FALSE,"""time""",50,6,0.67,20,50,1865,882,2668290,0.193904718,0.033631719,124,4.474853034,0.712396272,0.646112601,50
1153,FALSE,"""time""",50,6,0.67,20,50,1727,857,2567005,0.19127597,0.031896859,124,4.464453997,0.713541236,0.641574986,50
1154,FALSE,"""time""",50,6,0.67,20,50,1661,769,2425385,0.195169536,0.034777799,124,4.467923418,0.716149193,0.661047562,50
1155,FALSE,"""time""",50,6,0.67,20,50,1895,917,2663310,0.191622691,0.034568461,124,4.465454496,0.712652343,0.65646438,50
1156,FALSE,"""time""",50,6,0.67,28,50,2084,1020,3316515,0.198154655,0.036415867,131,4.462417058,0.725802029,0.623800384,50
1157,FALSE,"""time""",50,6,0.67,28,50,2016,976,2969535,0.197894544,0.033350259,131,4.507639161,0.719222411,0.61656746,50
1158,FALSE,"""time""",50,6,0.67,28,50,2258,1126,3657840,0.202958282,0.034217876,129,4.459135484,0.717385803,0.629317981,50
1159,FALSE,"""time""",50,6,0.67,28,50,2279,1099,3368900,0.200028785,0.034177447,133,4.516751114,0.713742452,0.615620886,50
1160,FALSE,"""time""",50,6,0.67,28,50,2541,1129,4067570,0.199762023,0.034720065,131,4.498744334,0.713723506,0.625737898,50
1161,FALSE,"""time""",50,6,0.75,20,50,1994,917,2661885,0.196506369,0.036047568,122,4.455240856,0.713020012,0.672517553,50
1162,FALSE,"""time""",50,6,0.75,20,50,1909,884,2651360,0.194361655,0.036109174,124,4.475205806,0.715083938,0.678889471,50
1163,FALSE,"""time""",50,6,0.75,20,50,1543,735,2223035,0.19549151,0.034475066,124,4.477953928,0.71095269,0.646143876,50
1164,FALSE,"""time""",50,6,0.75,20,50,1694,801,2337520,0.193912574,0.032528993,124,4.475260615,0.716562658,0.667650531,50
1165,FALSE,"""time""",50,6,0.75,20,50,1926,908,2612575,0.192240498,0.034984202,124,4.450762863,0.717969639,0.669262721,50
1166,FALSE,"""time""",50,6,0.75,28,50,2483,1172,3728085,0.195081796,0.030985989,130,4.510945335,0.719022688,0.684655658,50
1167,FALSE,"""time""",50,6,0.75,28,50,2464,1150,3762780,0.202556047,0.037108146,133,4.490825171,0.709048392,0.663149351,50
1168,FALSE,"""time""",50,6,0.75,28,50,2353,1080,3306505,0.195273268,0.033836264,131,4.483967318,0.72238075,0.660433489,50
1169,FALSE,"""time""",50,6,0.75,28,50,2535,1168,3781790,0.200964103,0.035005828,131,4.491951682,0.720973044,0.669033531,50
1170,FALSE,"""time""",50,6,0.75,28,50,2540,1202,4902290,0.19839185,0.035533426,131,4.498964066,0.702737158,0.67992126,50
1171,FALSE,"""time""",50,7,0.5,20,50,1479,807,2667880,0.196255984,0.035011475,124,4.462883252,0.722206124,0.534144692,50
1172,FALSE,"""time""",50,7,0.5,20,50,1395,758,2553910,0.195697061,0.034499619,124,4.456296889,0.711247653,0.550537634,50
1173,FALSE,"""time""",50,7,0.5,20,50,1503,796,2619415,0.189600732,0.033205961,124,4.459525746,0.719386624,0.550898204,50
1174,FALSE,"""time""",50,7,0.5,20,50,1622,886,2933365,0.193425894,0.03335952,124,4.46351792,0.720803241,0.525277435,50
1175,FALSE,"""time""",50,7,0.5,20,50,1468,761,2550820,0.195905654,0.03521552,124,4.463015839,0.72132477,0.53133515,50
1176,FALSE,"""time""",50,7,0.5,28,50,1894,1020,4162030,0.200543928,0.03275378,132,4.484790216,0.722104893,0.531678986,50
1177,FALSE,"""time""",50,7,0.5,28,50,2154,1172,4965935,0.19647818,0.033763671,130,4.508579643,0.720940001,0.52553389,50
1178,FALSE,"""time""",50,7,0.5,28,50,2029,1096,4909955,0.198520404,0.034488298,129,4.475355237,0.719120374,0.541153277,50
1179,FALSE,"""time""",50,7,0.5,28,50,1955,1046,4314350,0.195989514,0.033576578,133,4.464595428,0.716721471,0.538107417,50
1180,FALSE,"""time""",50,7,0.5,28,50,1810,1000,4100345,0.205857901,0.036508075,131,4.481666307,0.713970008,0.539779006,50
1181,FALSE,"""time""",50,7,0.67,20,50,1842,871,2653585,0.197462486,0.035361109,124,4.460987745,0.712217569,0.626492942,50
1182,FALSE,"""time""",50,7,0.67,20,50,1564,761,2440100,0.191087084,0.034898906,124,4.455430822,0.707587383,0.613810742,50
1183,FALSE,"""time""",50,7,0.67,20,50,1763,867,2903680,0.195514691,0.034826727,124,4.475027313,0.711908813,0.639818491,50
1184,FALSE,"""time""",50,7,0.67,20,50,1580,772,2563310,0.191368987,0.03397524,124,4.47450995,0.715069319,0.617721519,50
1185,FALSE,"""time""",50,7,0.67,20,50,1413,676,2232890,0.191271621,0.034021976,124,4.462782139,0.716678462,0.621372965,50
1186,FALSE,"""time""",50,7,0.67,28,50,2368,1130,4399240,0.20111364,0.037287638,132,4.500679249,0.711188867,0.63597973,50
1187,FALSE,"""time""",50,7,0.67,28,50,2497,1256,5127115,0.196915539,0.034753088,131,4.491574769,0.723058146,0.635162195,50
1188,FALSE,"""time""",50,7,0.67,28,50,2379,1141,4706020,0.197569693,0.035107598,131,4.486980704,0.708460938,0.625052543,50
1189,FALSE,"""time""",50,7,0.67,28,50,2406,1183,4977725,0.198725935,0.032766951,131,4.503528896,0.7254087,0.619285121,50
1190,FALSE,"""time""",50,7,0.67,28,50,2105,1074,3808990,0.198069264,0.034023489,131,4.503454089,0.710349508,0.64608076,50
1191,FALSE,"""time""",50,7,0.75,20,50,1952,936,2825895,0.193748412,0.033690771,124,4.472138541,0.715310304,0.665983607,50
1192,FALSE,"""time""",50,7,0.75,20,50,1686,800,2594125,0.192372005,0.031587759,124,4.491240166,0.711065921,0.680901542,50
1193,FALSE,"""time""",50,7,0.75,20,50,1634,793,2563020,0.19525612,0.035324254,124,4.463565463,0.707932622,0.668910649,50
1194,FALSE,"""time""",50,7,0.75,20,50,1773,824,2691410,0.188612916,0.03124918,124,4.468448398,0.719979588,0.66892273,50
1195,FALSE,"""time""",50,7,0.75,20,50,1862,806,2622015,0.19317884,0.033907534,124,4.458565626,0.712623395,0.658431794,50
1196,FALSE,"""time""",50,7,0.75,28,50,2465,1112,4417960,0.198691197,0.035555408,132,4.50839643,0.715850478,0.668559838,50
1197,FALSE,"""time""",50,7,0.75,28,50,2432,1155,4455875,0.200287377,0.033773031,131,4.492282986,0.722137375,0.660773026,50
1198,FALSE,"""time""",50,7,0.75,28,50,2657,1286,5181840,0.199975423,0.037452042,132,4.474812582,0.709088302,0.676326684,50
1199,FALSE,"""time""",50,7,0.75,28,50,2382,1126,4866515,0.204756465,0.035549025,133,4.511677751,0.717184439,0.675902603,50
1200,FALSE,"""time""",50,7,0.75,28,50,2497,1187,4846070,0.202771766,0.035729361,133,4.48837105,0.708354788,0.672006408,50
