[run number],release-adult-hybrids,stop-criterion-type,release-end,release-age,sex-ratio,Corral-capacity,[step],pop-size-wild,adult-pop-size-wild,cost,final-mean-qval,final-sd-qval,final-aar,final-sar,final-ho,final-sex-ratio,ticks
412,TRUE,"""time""",40,6,0.75,20,50,1352,692,1873685,0.189690607,0.030958658,135,4.478646504,0.712841646,0.638313609,50
413,TRUE,"""time""",40,6,0.75,20,50,1692,831,2201970,0.193835225,0.034040604,136,4.439268356,0.712991107,0.636524823,50
414,TRUE,"""time""",40,6,0.75,20,50,1718,864,2169955,0.187703085,0.034174582,135,4.474701019,0.713287876,0.65250291,50
415,TRUE,"""time""",40,6,0.75,20,50,1767,901,2146970,0.190291115,0.034113678,130,4.470081513,0.710620638,0.632144878,50
416,TRUE,"""time""",40,6,0.75,28,50,2284,1169,3808985,0.196819615,0.033572645,137,4.490733692,0.715057126,0.632224168,50
417,TRUE,"""time""",40,6,0.75,28,50,2057,1016,3505780,0.19874667,0.032852605,135,4.504669584,0.71565155,0.634419057,50
418,TRUE,"""time""",40,6,0.75,28,50,2144,1083,3683515,0.198577659,0.035496575,137,4.493201626,0.718194741,0.655783582,50
419,TRUE,"""time""",40,6,0.75,28,50,2057,1057,3610270,0.192502722,0.032220607,138,4.537152113,0.714841308,0.646086534,50
420,TRUE,"""time""",40,6,0.75,28,50,2191,1082,2897335,0.195259197,0.032526476,139,4.519253011,0.709460781,0.63623916,50
421,TRUE,"""time""",40,7,0.5,20,50,1327,763,2303730,0.19373783,0.035647447,133,4.468308078,0.718843076,0.56066315,50
422,TRUE,"""time""",40,7,0.5,20,50,1453,835,2359865,0.193509085,0.035693651,134,4.480816122,0.717759643,0.547832072,50
423,TRUE,"""time""",40,7,0.5,20,50,1241,706,2152370,0.190924658,0.035352267,133,4.473381783,0.71317294,0.546333602,50
424,TRUE,"""time""",40,7,0.5,20,50,1237,665,2106715,0.19397785,0.03522259,135,4.476323438,0.711244562,0.532740501,50
425,TRUE,"""time""",40,7,0.5,20,50,1293,728,2233700,0.188317015,0.03240701,134,4.466621493,0.712738924,0.525135344,50
426,TRUE,"""time""",40,7,0.5,28,50,1516,869,3068135,0.197939314,0.035686477,135,4.498540739,0.717269758,0.525065963,50
427,TRUE,"""time""",40,7,0.5,28,50,1652,916,3618020,0.197281356,0.033012118,136,4.49274977,0.721866713,0.525423729,50
428,TRUE,"""time""",40,7,0.5,28,50,1605,927,3844965,0.19378947,0.032084997,138,4.491757163,0.720545913,0.528971963,50
429,TRUE,"""time""",40,7,0.5,28,50,1368,813,2798885,0.192040497,0.031683773,139,4.49615496,0.712858535,0.524853801,50
430,TRUE,"""time""",40,7,0.5,28,50,1626,881,3165760,0.197277737,0.033573277,134,4.486092026,0.716452879,0.538745387,50
431,TRUE,"""time""",40,7,0.67,20,50,1713,869,2384335,0.190177642,0.032815071,132,4.450339926,0.712478804,0.589608873,50
432,TRUE,"""time""",40,7,0.67,20,50,1465,740,2185775,0.192881365,0.036440099,137,4.467108996,0.70443686,0.612286689,50
433,TRUE,"""time""",40,7,0.67,20,50,1548,793,2305285,0.192914147,0.033557597,135,4.480073198,0.717823305,0.611111111,50
434,TRUE,"""time""",40,7,0.67,20,50,1505,796,2287845,0.183895814,0.029024806,134,4.4676411,0.714570479,0.587375415,50
435,TRUE,"""time""",40,7,0.67,20,50,1554,792,2296325,0.191306242,0.034789551,135,4.449296537,0.717840289,0.625482625,50
436,TRUE,"""time""",40,7,0.67,28,50,2073,1089,4039035,0.200228123,0.033859359,136,4.488075111,0.706797142,0.612638688,50
437,TRUE,"""time""",40,7,0.67,28,50,2243,1135,4055470,0.196448105,0.033898391,134,4.51003064,0.713946033,0.601426661,50
438,TRUE,"""time""",40,7,0.67,28,50,2019,1045,4023705,0.206680089,0.03777595,133,4.50232387,0.716219722,0.600297177,50
439,TRUE,"""time""",40,7,0.67,28,50,2053,1070,3812920,0.193270677,0.031358658,134,4.471713582,0.711084824,0.608377983,50
440,TRUE,"""time""",40,7,0.67,28,50,2083,1026,3977275,0.19946313,0.034428129,134,4.488665144,0.714491461,0.607297168,50
441,TRUE,"""time""",40,7,0.75,20,50,1584,784,2173960,0.18968447,0.033031584,133,4.481524623,0.718013468,0.628787879,50
442,TRUE,"""time""",40,7,0.75,20,50,1381,666,1926155,0.188649457,0.032335636,133,4.476259297,0.717871798,0.629254164,50
443,TRUE,"""time""",40,7,0.75,20,50,1676,836,2297745,0.188055967,0.031773244,134,4.468806336,0.716160927,0.634844869,50
444,TRUE,"""time""",40,7,0.75,20,50,1578,759,2158090,0.190718124,0.035133496,131,4.454508619,0.713802885,0.640050697,50
445,TRUE,"""time""",40,7,0.75,20,50,1618,770,2204955,0.195169221,0.037252638,135,4.476024753,0.710194832,0.639060569,50
446,TRUE,"""time""",40,7,0.75,28,50,2212,1086,3913850,0.190684629,0.031995986,138,4.507199014,0.712972531,0.627486438,50
447,TRUE,"""time""",40,7,0.75,28,50,2211,1030,3700360,0.195029037,0.034303062,133,4.513935479,0.713531908,0.631840796,50
448,TRUE,"""time""",40,7,0.75,28,50,2125,1046,3757880,0.191876235,0.031004943,133,4.49828625,0.722352941,0.645647059,50
449,TRUE,"""time""",40,7,0.75,28,50,2021,1016,3918640,0.197418308,0.034286325,137,4.520513319,0.711764567,0.640771895,50
450,TRUE,"""time""",40,7,0.75,28,50,2275,1129,4164870,0.192563209,0.031271265,133,4.501016365,0.726823653,0.648791209,50
451,TRUE,"""time""",50,3,0.5,20,50,1234,621,1796605,0.185917828,0.02896819,136,4.446670856,0.713320985,0.536466775,50
452,TRUE,"""time""",50,3,0.5,20,50,1215,604,1813725,0.195563868,0.035142396,133,4.432084988,0.716362924,0.519341564,50
453,TRUE,"""time""",50,3,0.5,20,50,1295,636,1796180,0.189118147,0.034907355,132,4.465116035,0.716712631,0.545173745,50
454,TRUE,"""time""",50,3,0.5,20,50,1085,532,1684005,0.195016313,0.035137535,133,4.480593231,0.722975642,0.538248848,50
455,TRUE,"""time""",50,3,0.5,20,50,1272,621,1821130,0.197105582,0.035075713,134,4.457687461,0.717056005,0.547169811,50
456,TRUE,"""time""",50,3,0.5,28,50,1481,771,2154055,0.203545712,0.038475998,135,4.499588567,0.712195749,0.551654288,50
457,TRUE,"""time""",50,3,0.5,28,50,1622,781,2281005,0.199808631,0.037548196,138,4.503046006,0.705918619,0.548705302,50
458,TRUE,"""time""",50,3,0.5,28,50,1837,883,2469835,0.199173979,0.034372576,138,4.501756014,0.722710423,0.54491018,50
459,TRUE,"""time""",50,3,0.5,28,50,1722,853,2363820,0.198847677,0.034541707,135,4.46451833,0.720977822,0.56213705,50
460,TRUE,"""time""",50,3,0.5,28,50,1789,892,2399270,0.194085131,0.034564737,133,4.480631007,0.72493279,0.528787032,50
461,TRUE,"""time""",50,3,0.67,20,50,1354,624,1752305,0.188728065,0.03327801,136,4.476137631,0.713793346,0.614475628,50
462,TRUE,"""time""",50,3,0.67,20,50,1486,673,1893590,0.192719112,0.034400404,132,4.487744329,0.718611805,0.635935397,50
463,TRUE,"""time""",50,3,0.67,20,50,1536,682,1941750,0.193638672,0.035368233,131,4.473933623,0.71499876,0.638671875,50
464,TRUE,"""time""",50,3,0.67,20,50,1479,702,1874820,0.188065585,0.03291552,137,4.486167521,0.716700473,0.636240703,50
465,TRUE,"""time""",50,3,0.67,20,50,1386,655,1806875,0.193852597,0.036674016,129,4.478473439,0.711846355,0.641414141,50
466,TRUE,"""time""",50,3,0.67,28,50,1821,855,2396955,0.204601867,0.036652844,136,4.498920538,0.713658116,0.649093904,50
467,TRUE,"""time""",50,3,0.67,28,50,2051,950,2478455,0.199667479,0.035108467,132,4.511216993,0.715330501,0.631399317,50
468,TRUE,"""time""",50,3,0.67,28,50,2013,921,2477510,0.192462941,0.030217234,137,4.495081534,0.728077023,0.635370094,50
469,TRUE,"""time""",50,3,0.67,28,50,1794,839,2340625,0.198750948,0.033715876,131,4.501353361,0.713197431,0.629877369,50
470,TRUE,"""time""",50,3,0.67,28,50,1907,888,2464885,0.197849974,0.034109504,137,4.485482681,0.711289235,0.624541164,50
471,TRUE,"""time""",50,3,0.75,20,50,1275,546,1555020,0.186789961,0.033131795,135,4.468510308,0.71977591,0.665098039,50
472,TRUE,"""time""",50,3,0.75,20,50,1387,614,1740065,0.182854939,0.03035825,136,4.46365752,0.724001785,0.678442682,50
473,TRUE,"""time""",50,3,0.75,20,50,1606,685,1864050,0.189996762,0.033957618,135,4.477009221,0.715471743,0.664383562,50
474,TRUE,"""time""",50,3,0.75,20,50,1300,573,1616305,0.195974231,0.037806583,136,4.487153179,0.712600733,0.663076923,50
475,TRUE,"""time""",50,3,0.75,20,50,1540,706,1896835,0.189533506,0.03319404,135,4.446521247,0.718954855,0.666883117,50
476,TRUE,"""time""",50,3,0.75,28,50,1704,818,2188200,0.193555692,0.033176515,136,4.522398752,0.713000224,0.687793427,50
477,TRUE,"""time""",50,3,0.75,28,50,2045,921,2330190,0.199237262,0.035229342,136,4.480210271,0.713191291,0.671393643,50
478,TRUE,"""time""",50,3,0.75,28,50,1987,893,2292115,0.193549673,0.031197826,136,4.490263576,0.720013421,0.683945647,50
479,TRUE,"""time""",50,3,0.75,28,50,1844,834,2240520,0.19895244,0.033120248,135,4.501550181,0.72430534,0.671366594,50
480,TRUE,"""time""",50,3,0.75,28,50,2017,929,2422655,0.196479474,0.033457456,134,4.513747137,0.719196355,0.675756073,50
481,TRUE,"""time""",50,4,0.5,20,50,1480,752,1957790,0.196825743,0.036208088,135,4.464706642,0.715830116,0.543243243,50
482,TRUE,"""time""",50,4,0.5,20,50,1618,843,2196110,0.195027256,0.035437736,136,4.468336732,0.712166696,0.538318912,50
483,TRUE,"""time""",50,4,0.5,20,50,1540,782,2039820,0.189029935,0.033164219,136,4.450465772,0.722418058,0.553896104,50
484,TRUE,"""time""",50,4,0.5,20,50,1698,835,2139130,0.194508009,0.036288023,132,4.479198141,0.720006731,0.526501767,50
485,TRUE,"""time""",50,4,0.5,20,50,1624,845,2147245,0.190060653,0.032253632,133,4.469434667,0.71973962,0.534482759,50
486,TRUE,"""time""",50,4,0.5,28,50,2006,1028,2609765,0.193836341,0.032000582,137,4.502138824,0.717917676,0.535393819,50
487,TRUE,"""time""",50,4,0.5,28,50,1960,997,2657815,0.195841531,0.034641586,132,4.487759464,0.725024295,0.537755102,50
488,TRUE,"""time""",50,4,0.5,28,50,2187,1098,2696880,0.197037083,0.033973284,136,4.489104498,0.720491214,0.53909465,50
489,TRUE,"""time""",50,4,0.5,28,50,2065,1052,2654135,0.196576852,0.033674285,134,4.493139936,0.713109651,0.536077482,50
490,TRUE,"""time""",50,4,0.5,28,50,1895,969,2588210,0.193006702,0.031970443,138,4.507664878,0.708983541,0.52823219,50
491,TRUE,"""time""",50,4,0.67,20,50,1856,869,2217870,0.188587769,0.034224901,133,4.484473756,0.720674261,0.63362069,50
492,TRUE,"""time""",50,4,0.67,20,50,1808,822,2127560,0.195617644,0.034891176,130,4.469533021,0.717867678,0.636061947,50
493,TRUE,"""time""",50,4,0.67,20,50,1471,677,1807435,0.19129966,0.033258648,134,4.471828382,0.718526432,0.617267165,50
494,TRUE,"""time""",50,4,0.67,20,50,1937,937,2158040,0.190051523,0.033316413,135,4.468084477,0.716449099,0.637583893,50
495,TRUE,"""time""",50,4,0.67,20,50,1663,781,1984345,0.186652856,0.032856182,133,4.467471701,0.714428886,0.660252556,50
496,TRUE,"""time""",50,4,0.67,28,50,2497,1160,2846900,0.199096516,0.033364342,139,4.485744257,0.705990045,0.636764117,50
497,TRUE,"""time""",50,4,0.67,28,50,2218,1038,2600905,0.20196055,0.037017684,135,4.510790597,0.718300485,0.635707845,50
498,TRUE,"""time""",50,4,0.67,28,50,2068,927,2453755,0.204089507,0.039339988,134,4.482667635,0.715321912,0.632495164,50
499,TRUE,"""time""",50,4,0.67,28,50,2128,1034,2557760,0.197544455,0.034526908,133,4.493654397,0.721021303,0.629699248,50
500,TRUE,"""time""",50,4,0.67,28,50,2417,1134,2794545,0.195433968,0.029832826,135,4.5170671,0.722599838,0.643359537,50
501,TRUE,"""time""",50,4,0.75,20,50,1577,713,1840495,0.194183133,0.038477571,137,4.476445312,0.712111604,0.677235257,50
502,TRUE,"""time""",50,4,0.75,20,50,1650,760,1888730,0.187954606,0.032050492,133,4.477092543,0.720750361,0.658787879,50
503,TRUE,"""time""",50,4,0.75,20,50,1516,693,1833025,0.194994393,0.035296798,134,4.469450686,0.705082297,0.671503958,50
504,TRUE,"""time""",50,4,0.75,20,50,1669,743,1934280,0.195593229,0.0367452,135,4.4796254,0.710662216,0.667465548,50
505,TRUE,"""time""",50,4,0.75,20,50,1542,672,1816840,0.193209857,0.035984127,134,4.437917015,0.717528256,0.667963684,50
506,TRUE,"""time""",50,4,0.75,28,50,2411,1076,2602565,0.193283907,0.032986424,138,4.483424327,0.723213051,0.682704272,50
507,TRUE,"""time""",50,4,0.75,28,50,2393,1093,2759135,0.202293857,0.034642301,135,4.507736167,0.716494538,0.671959883,50
508,TRUE,"""time""",50,4,0.75,28,50,2335,1055,2528545,0.192647366,0.032941178,138,4.522570147,0.703721831,0.669807281,50
509,TRUE,"""time""",50,4,0.75,28,50,2569,1188,2733675,0.193285247,0.030728551,138,4.49465778,0.728892102,0.685869988,50
510,TRUE,"""time""",50,4,0.75,28,50,2339,1071,2600910,0.19201723,0.029584018,130,4.495928099,0.720454407,0.657973493,50
511,TRUE,"""time""",50,5,0.5,20,50,1741,880,2344565,0.184521424,0.028268857,131,4.488425972,0.720357758,0.545663412,50
512,TRUE,"""time""",50,5,0.5,20,50,1524,824,2325350,0.191394423,0.032849896,136,4.445374321,0.717222847,0.533464567,50
513,TRUE,"""time""",50,5,0.5,20,50,1510,780,2244090,0.192742252,0.033412053,134,4.438023846,0.719299905,0.537086093,50
514,TRUE,"""time""",50,5,0.5,20,50,1512,777,2254365,0.191262831,0.031945423,134,4.437870571,0.715041572,0.544973545,50
515,TRUE,"""time""",50,5,0.5,20,50,1554,787,2271995,0.199492986,0.03543336,136,4.475805193,0.712263284,0.552767053,50
516,TRUE,"""time""",50,5,0.5,28,50,2310,1169,3229145,0.202365714,0.036498089,137,4.485303965,0.716388374,0.545454545,50
517,TRUE,"""time""",50,5,0.5,28,50,2152,1122,3119390,0.197449024,0.035714554,138,4.497189238,0.712604001,0.532527881,50
518,TRUE,"""time""",50,5,0.5,28,50,2223,1159,3154845,0.196576878,0.036440936,131,4.498786658,0.718719877,0.546108862,50
519,TRUE,"""time""",50,5,0.5,28,50,1990,1035,2924480,0.188076281,0.028396066,138,4.507663133,0.724886336,0.547738693,50
520,TRUE,"""time""",50,5,0.5,28,50,2164,1091,3106600,0.199100508,0.036240364,134,4.482144045,0.710324795,0.54805915,50
521,TRUE,"""time""",50,5,0.67,20,50,1830,877,2508210,0.193487213,0.033547512,135,4.446903335,0.714233672,0.640983607,50
522,TRUE,"""time""",50,5,0.67,20,50,1756,820,2389750,0.190502506,0.034211817,133,4.475815611,0.718868641,0.633826879,50
523,TRUE,"""time""",50,5,0.67,20,50,1811,861,2433490,0.194460795,0.033564854,132,4.46680804,0.710841156,0.632247377,50
524,TRUE,"""time""",50,5,0.67,20,50,1709,838,2319425,0.195095085,0.03420824,135,4.460245809,0.711025662,0.63370392,50
525,TRUE,"""time""",50,5,0.67,20,50,1614,758,2187065,0.186302664,0.02978119,137,4.491445602,0.731250369,0.62267658,50
526,TRUE,"""time""",50,5,0.67,28,50,2418,1140,3109485,0.202033333,0.037815195,136,4.4812944,0.704616172,0.638130687,50
527,TRUE,"""time""",50,5,0.67,28,50,2136,1009,2889035,0.204484644,0.034989927,136,4.513952366,0.726257357,0.625468165,50
528,TRUE,"""time""",50,5,0.67,28,50,2148,1007,2971955,0.203356425,0.035500714,134,4.511683567,0.71461825,0.633147114,50
529,TRUE,"""time""",50,5,0.67,28,50,2158,1013,2850970,0.197675255,0.03225449,134,4.508608871,0.720993866,0.627432808,50
530,TRUE,"""time""",50,5,0.67,28,50,2215,1086,2912055,0.194414131,0.033741561,138,4.509871296,0.704611416,0.627539503,50
531,TRUE,"""time""",50,5,0.75,20,50,1930,888,2486640,0.192033057,0.035598331,136,4.483918148,0.714187022,0.692746114,50
532,TRUE,"""time""",50,5,0.75,20,50,1744,796,2372160,0.197098165,0.034328567,131,4.475325735,0.713384666,0.678325688,50
533,TRUE,"""time""",50,5,0.75,20,50,1871,876,2301105,0.187480973,0.031094054,132,4.435812505,0.724822478,0.637092464,50
534,TRUE,"""time""",50,5,0.75,20,50,2005,927,2509595,0.189805686,0.032811582,134,4.476166873,0.717491984,0.674812968,50
535,TRUE,"""time""",50,5,0.75,20,50,1845,865,2270350,0.191085691,0.033868783,131,4.4651401,0.708478513,0.667208672,50
536,TRUE,"""time""",50,5,0.75,28,50,2573,1183,3204635,0.20455581,0.035413333,134,4.493055717,0.713545426,0.677808006,50
537,TRUE,"""time""",50,5,0.75,28,50,2689,1188,3134480,0.197446783,0.032780761,137,4.526260448,0.722431777,0.662328003,50
538,TRUE,"""time""",50,5,0.75,28,50,2485,1165,3127380,0.192504789,0.030453133,137,4.513230866,0.728485197,0.674849095,50
539,TRUE,"""time""",50,5,0.75,28,50,2447,1134,2920310,0.198463343,0.034634995,134,4.491173361,0.711522369,0.656722517,50
540,TRUE,"""time""",50,5,0.75,28,50,2397,1091,3055005,0.200383229,0.033812345,134,4.517154154,0.714722769,0.667918231,50
541,TRUE,"""time""",50,6,0.5,20,50,1643,911,2724715,0.188738588,0.032274689,136,4.460040624,0.722893661,0.530736458,50
542,TRUE,"""time""",50,6,0.5,20,50,1729,903,2791650,0.195226258,0.034938927,130,4.43855896,0.719573659,0.538461538,50
543,TRUE,"""time""",50,6,0.5,20,50,1477,769,2479550,0.187253487,0.030072364,136,4.478507915,0.71731631,0.55450237,50
544,TRUE,"""time""",50,6,0.5,20,50,1596,814,2662765,0.192456203,0.033205485,135,4.473537937,0.715986395,0.562656642,50
545,TRUE,"""time""",50,6,0.5,20,50,1571,839,2668865,0.194351687,0.033840738,134,4.478187807,0.719135522,0.525143221,50
546,TRUE,"""time""",50,6,0.5,28,50,2207,1191,4511935,0.199796375,0.035377194,139,4.499111931,0.71579606,0.531037608,50
547,TRUE,"""time""",50,6,0.5,28,50,2212,1154,4316450,0.203297604,0.035747632,133,4.508177894,0.726212004,0.54159132,50
548,TRUE,"""time""",50,6,0.5,28,50,2258,1181,3819930,0.195692648,0.033773218,135,4.490967743,0.717702138,0.54384411,50
549,TRUE,"""time""",50,6,0.5,28,50,2288,1204,4718950,0.197081031,0.034371086,135,4.518224901,0.711038961,0.540646853,50
550,TRUE,"""time""",50,6,0.5,28,50,2304,1214,4617205,0.197831944,0.035172383,137,4.51759202,0.715691138,0.531684028,50
551,TRUE,"""time""",50,6,0.67,20,50,1753,849,2489815,0.191357159,0.035130113,136,4.483780699,0.712655855,0.624643468,50
552,TRUE,"""time""",50,6,0.67,20,50,1715,828,2510895,0.190943149,0.034324372,135,4.467026568,0.719700125,0.618658892,50
553,TRUE,"""time""",50,6,0.67,20,50,1484,706,2277145,0.190783356,0.033389966,130,4.468087659,0.707418817,0.615902965,50
554,TRUE,"""time""",50,6,0.67,20,50,1685,815,2426225,0.190608843,0.033112841,127,4.475251896,0.71405963,0.605934718,50
555,TRUE,"""time""",50,6,0.67,20,50,1574,753,2348300,0.187225286,0.032557442,135,4.474604201,0.710322503,0.597204574,50
556,TRUE,"""time""",50,6,0.67,28,50,2210,1072,3282710,0.203425837,0.036560019,138,4.499254605,0.704158587,0.628054299,50
557,TRUE,"""time""",50,6,0.67,28,50,2342,1099,3247655,0.195457686,0.033766501,133,4.48688797,0.715891993,0.616994022,50
558,TRUE,"""time""",50,6,0.67,28,50,2569,1252,4485475,0.198339704,0.035236692,137,4.470157584,0.715416412,0.62864928,50
559,TRUE,"""time""",50,6,0.67,28,50,2556,1226,4959835,0.196060876,0.034661947,133,4.498975307,0.721421119,0.636541471,50
560,TRUE,"""time""",50,6,0.67,28,50,2688,1264,4615330,0.201727083,0.034260533,137,4.47480427,0.712177579,0.618675595,50
561,TRUE,"""time""",50,6,0.75,20,50,1844,852,2531580,0.193141052,0.035833108,136,4.478261468,0.717023035,0.657809111,50
562,TRUE,"""time""",50,6,0.75,20,50,2126,984,2770060,0.195969944,0.036460448,134,4.475421004,0.714621691,0.668861712,50
563,TRUE,"""time""",50,6,0.75,20,50,1680,803,2454050,0.195896964,0.036380841,137,4.474364889,0.706320862,0.669642857,50
564,TRUE,"""time""",50,6,0.75,20,50,1755,831,2416670,0.191456011,0.032747273,134,4.460717001,0.717975851,0.664387464,50
565,TRUE,"""time""",50,6,0.75,20,50,1762,827,2444620,0.18939109,0.032173613,132,4.487368304,0.716961245,0.649829739,50
566,TRUE,"""time""",50,6,0.75,28,50,2218,1039,2933180,0.196768215,0.033613147,138,4.478323363,0.719996565,0.650135257,50
567,TRUE,"""time""",50,6,0.75,28,50,2524,1191,3974200,0.195135935,0.033450809,139,4.49940374,0.714908309,0.658082409,50
568,TRUE,"""time""",50,6,0.75,28,50,2366,1101,3410105,0.19898732,0.031526125,136,4.487915167,0.709515759,0.662721893,50
569,TRUE,"""time""",50,6,0.75,28,50,2587,1196,4126705,0.200539737,0.036746176,132,4.497766168,0.698731754,0.681097797,50
570,TRUE,"""time""",50,6,0.75,28,50,2504,1166,3998960,0.196794489,0.033537919,134,4.474425922,0.714038491,0.672124601,50
571,TRUE,"""time""",50,7,0.5,20,50,1552,838,2890210,0.196976224,0.036578839,133,4.460636298,0.717353952,0.532860825,50
572,TRUE,"""time""",50,7,0.5,20,50,1301,700,2460515,0.187419523,0.031689555,133,4.473178472,0.718568134,0.537279016,50
573,TRUE,"""time""",50,7,0.5,20,50,1563,847,2736325,0.194205182,0.034657162,131,4.46768031,0.709654815,0.54190659,50
574,TRUE,"""time""",50,7,0.5,20,50,1424,771,2651350,0.190349157,0.033282377,133,4.475244269,0.72261236,0.542134831,50
575,TRUE,"""time""",50,7,0.5,20,50,1435,765,2610085,0.194411289,0.033212318,135,4.492130515,0.716708147,0.536585366,50
576,TRUE,"""time""",50,7,0.5,28,50,2111,1132,4836840,0.204721364,0.034319663,135,4.476028421,0.715030114,0.541923259,50
577,TRUE,"""time""",50,7,0.5,28,50,1971,1082,4787320,0.201227093,0.035611945,137,4.495095955,0.708463192,0.532724505,50
578,TRUE,"""time""",50,7,0.5,28,50,2008,1082,4442680,0.201583167,0.035321203,135,4.506628806,0.706815595,0.524900398,50
579,TRUE,"""time""",50,7,0.5,28,50,2249,1163,5298605,0.191801289,0.031719777,134,4.480169444,0.724448961,0.545575811,50
580,TRUE,"""time""",50,7,0.5,28,50,2351,1251,5265445,0.199390047,0.034321706,138,4.519161038,0.71995706,0.521905572,50
581,TRUE,"""time""",50,7,0.67,20,50,1894,910,2929990,0.194049894,0.03392027,136,4.476977156,0.720772364,0.642027455,50
582,TRUE,"""time""",50,7,0.67,20,50,2038,976,3015645,0.192372473,0.030815039,132,4.470685752,0.711785597,0.626594701,50
583,TRUE,"""time""",50,7,0.67,20,50,1652,812,2738410,0.194918039,0.034802514,131,4.465253417,0.716793497,0.630145278,50
584,TRUE,"""time""",50,7,0.67,20,50,1724,843,2759330,0.192536253,0.03451479,134,4.473530463,0.715666777,0.625290023,50
585,TRUE,"""time""",50,7,0.67,20,50,1639,785,2598035,0.188312203,0.031990625,132,4.454359814,0.709753334,0.630262355,50
586,TRUE,"""time""",50,7,0.67,28,50,2513,1221,5175380,0.19968074,0.034785773,136,4.516985551,0.716180623,0.615200955,50
587,TRUE,"""time""",50,7,0.67,28,50,2173,1112,4095855,0.19394197,0.031044896,136,4.504314077,0.723686806,0.630004602,50
588,TRUE,"""time""",50,7,0.67,28,50,2583,1252,5125045,0.197998219,0.033820065,136,4.523608056,0.720609111,0.629113434,50
589,TRUE,"""time""",50,7,0.67,28,50,2364,1189,5072420,0.199147293,0.034072738,138,4.513546163,0.714446862,0.633248731,50
590,TRUE,"""time""",50,7,0.67,28,50,2357,1177,5035490,0.200407085,0.036297022,135,4.484534338,0.712164374,0.623674162,50
591,TRUE,"""time""",50,7,0.75,20,50,1967,909,3025130,0.196313828,0.034353912,132,4.473339568,0.71980536,0.672089476,50
592,TRUE,"""time""",50,7,0.75,20,50,2082,983,3055375,0.192674784,0.033975594,136,4.479790889,0.71577238,0.658501441,50
593,TRUE,"""time""",50,7,0.75,20,50,1866,833,2684610,0.192649303,0.035399935,135,4.47972852,0.714770581,0.662379421,50
594,TRUE,"""time""",50,7,0.75,20,50,1895,919,2992315,0.19114591,0.033971,132,4.458980702,0.713230305,0.657519789,50
595,TRUE,"""time""",50,7,0.75,20,50,1666,756,2573420,0.190365966,0.033377478,136,4.490753601,0.719887955,0.655462185,50
596,TRUE,"""time""",50,7,0.75,28,50,2603,1231,4980070,0.196941183,0.03500836,134,4.478465414,0.71117575,0.673453707,50
597,TRUE,"""time""",50,7,0.75,28,50,2578,1216,5063415,0.201025601,0.03676139,133,4.476927262,0.719106727,0.655546936,50
598,TRUE,"""time""",50,7,0.75,28,50,2297,1114,4244735,0.200679277,0.036172049,138,4.498539328,0.715695421,0.654767088,50
599,TRUE,"""time""",50,7,0.75,28,50,2367,1156,4639000,0.199591973,0.034295172,137,4.506049101,0.714728308,0.674271229,50
600,TRUE,"""time""",50,7,0.75,28,50,2156,1024,3456290,0.192714981,0.032000325,135,4.504777431,0.719807403,0.664656772,50
601,FALSE,"""time""",20,3,0.5,20,50,563,276,683380,0.194231616,0.035030574,124,4.506512181,0.712255773,0.529307282,50
602,FALSE,"""time""",20,3,0.5,20,50,579,282,688835,0.194770294,0.033302471,124,4.477392699,0.704580969,0.535405872,50
603,FALSE,"""time""",20,3,0.5,20,50,615,301,696745,0.194734146,0.035599387,124,4.446903518,0.708555943,0.530081301,50
604,FALSE,"""time""",20,3,0.5,20,50,576,283,669360,0.197072743,0.034200932,124,4.460371839,0.707258598,0.513888889,50
605,FALSE,"""time""",20,3,0.5,20,50,642,321,683720,0.193340187,0.032244111,124,4.474749865,0.705459131,0.510903427,50
606,FALSE,"""time""",20,3,0.5,28,50,813,393,930520,0.198997786,0.03422336,132,4.507007569,0.72172436,0.498154982,50
607,FALSE,"""time""",20,3,0.5,28,50,749,346,942350,0.202395995,0.034121361,131,4.494914963,0.721851357,0.522029372,50
608,FALSE,"""time""",20,3,0.5,28,50,817,375,915180,0.196482497,0.033321797,131,4.46441336,0.709564609,0.52753978,50
609,FALSE,"""time""",20,3,0.5,28,50,682,334,932900,0.202316276,0.034490606,132,4.486120732,0.715891635,0.495601173,50
610,FALSE,"""time""",20,3,0.5,28,50,809,396,972665,0.193364277,0.032038883,129,4.494307947,0.715816116,0.529048208,50
611,FALSE,"""time""",20,3,0.67,20,50,673,304,689365,0.197250817,0.036395626,124,4.461064124,0.714851765,0.566121842,50
612,FALSE,"""time""",20,3,0.67,20,50,690,313,695170,0.187369855,0.031150833,124,4.458435227,0.714009662,0.573913043,50
613,FALSE,"""time""",20,3,0.67,20,50,785,358,681045,0.198346879,0.035296605,124,4.449767175,0.713982408,0.587261146,50
614,FALSE,"""time""",20,3,0.67,20,50,686,311,687430,0.192972595,0.032105745,124,4.473600769,0.704706372,0.549562682,50
615,FALSE,"""time""",20,3,0.67,20,50,745,329,678190,0.190670738,0.031425078,124,4.46163913,0.719079578,0.571812081,50
616,FALSE,"""time""",20,3,0.67,28,50,936,412,954440,0.197915491,0.034853477,132,4.51848312,0.712861213,0.566239316,50
617,FALSE,"""time""",20,3,0.67,28,50,905,413,936120,0.19658884,0.031960203,132,4.49397554,0.713496448,0.555801105,50
